,transaction_id,payer_entity_id,payee_entity_id,payer_account,payee_account,opening_balance,closing_balance,day,day_name,month,month_name,year,day_of_week,week_of_month,trans_date,category_label,category,predicted_category_label,predicted_category,category_created_at,category_created_by,category_last_updated_at,category_last_updated_by,type_code,type_code_trans,type_code_level,type_code_desc,bank_ref,cust_ref,amount,order_of_magnitude
336,017c4c79-766b-4760-bccc-bf8cb4642fea,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Friday,10,October,2016,5,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-480963,480963,2798.01,4
337,a90bd9bf-0ee1-43d1-bef9-e5df3d9ae124,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Friday,10,October,2016,5,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-280051,280051,4608.47,4
338,b4ab750f-d0c0-4ad2-8b9e-c53f9df29f7f,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Friday,10,October,2016,5,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-398602,398602,2998.03,4
339,726bca5e-747a-47a0-bb91-229cf3197056,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Friday,10,October,2016,5,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-785854,785854,4375.21,4
340,4b880d7b-590b-42b0-9e3a-ca7b6b2d56b8,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Friday,10,October,2016,5,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-707840,707840,2434.43,4
341,81b0e34e-2c59-4ef3-9d23-907123363903,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Friday,10,October,2016,5,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-999660,999660,3610.84,4
342,a82df02b-c3b0-450a-b118-f104e817307d,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Friday,10,October,2016,5,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-720550,720550,2798.01,4
343,90a55e66-50d4-40ac-ba7f-0085fdbaff1c,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,1,Tuesday,11,November,2016,2,1,20:30.2,Telephone Bill,8bbc3ff1-47ae-4424-a979-6e112a31dc82,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-116138,116138,481.57,3
344,998d4852-4988-4f6c-b861-f74578cc5b43,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,4,Friday,11,November,2016,5,1,20:30.2,Tax,ba7d6220-fb9f-4653-9572-bf105471782c,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-583389,583389,422.95,3
345,a8c36dd5-3037-4c9d-b377-cca06393317f,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,6,Sunday,11,November,2016,7,2,20:30.2,Office Rent,e1b6f1ca-11dc-4420-8d6a-61e99bec1e5e,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-635410,635410,5500,4
346,351eb95a-6ee8-45f5-b824-0325eb225c07,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,7,Monday,11,November,2016,1,2,20:30.2,Dinner,378bf388-77a3-4b9e-865d-82819b6fdcac,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-543575,543575,50.82,2
347,c8a5b272-bb0e-45ec-8740-eaa60fd7d414,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,17,Thursday,11,November,2016,4,3,20:30.2,Electricity Bill,a228df62-f477-4bab-9cbd-7695cbb4f2cf,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-609528,609528,849.22,3
348,3c18beba-16b3-44d1-81de-bc19f33d4c10,,a86a8817-2f91-5ce2-a790-efc811965044,,da0cfb0c-7c6b-5182-bc3a-64115cc3bb13,0,0,20,Sunday,11,November,2016,7,4,20:30.2,Interest,f14de45c-a746-4403-bd39-18dc4021e8d1,,,,,,,108,credit,detail,Credit (Any Type),test_bank_ref-180344,180344,4.9,1
349,2bd57429-084f-426d-a81b-91510c621ccf,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,21,Monday,11,November,2016,1,4,20:30.2,Office Supplies,fc9093b9-7898-4bd8-a702-d65a3292e601,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-432762,432762,191.71,3
350,9822a5e9-15c4-496a-b6c1-50be352cc079,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-807105,807105,3610.84,4
351,df777161-cffb-49db-bc49-fe39f0b30474,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-511157,511157,3944.54,4
352,0a770278-53f7-4a1b-b517-85f094bf5035,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-323546,323546,2714.53,4
353,ad312edf-1776-49ff-ae4a-147defd2ac22,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-117523,117523,2932.73,4
354,bc66a0a8-feef-4b6b-880b-fff34478cbd4,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-583091,583091,3610.84,4
355,a00c7969-b6c9-4db4-84e1-fadab2109dfa,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-287091,287091,3944.54,4
356,1ac68d69-d617-4db8-aa52-3a5af8d0f216,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-125479,125479,2932.73,4
357,9f688a51-4ee5-422e-b10f-6cb40bded744,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-558606,558606,2434.43,4
358,90eccf98-9751-40a9-aa2f-15806629d532,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-509717,509717,2798.01,4
359,40ed8bb9-0d29-4ec0-ae1d-2ec24f9fd0b9,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-755292,755292,2714.53,4
360,7e64da50-2dfa-45ec-81e5-6aa72a364b95,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-339873,339873,1547.02,4
361,1549fa0d-9a33-4f05-aa16-9d51acc0c980,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-306043,306043,3610.84,4
362,1a41c1ef-d31c-4090-aa9b-6cc3d3c7ca61,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-270050,270050,3610.84,4
363,0aff3c92-7719-48ae-bb4c-f248fa7c16e7,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-854513,854513,2714.53,4
364,110a0818-a235-479e-8e87-d536804eb92f,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-259566,259566,2998.03,4
365,e497d714-4215-47e9-ab50-e41c29533163,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-698774,698774,2714.53,4
366,e1954d1e-09ee-4955-96f1-dc96209f9437,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-625458,625458,2932.73,4
367,971675e1-ed60-43a6-99c5-fa7a3193e373,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-607257,607257,2714.53,4
368,72c48ac1-645a-4ffb-ac43-46f160f969e7,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-718909,718909,2434.43,4
369,132c2dc0-f544-4ece-bf81-0b5bea7999e0,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-471049,471049,3610.84,4
370,78b8bbcf-db92-4873-9e4d-b6a05be2474a,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-917120,917120,2998.03,4
371,9384f2ee-ac5d-4f44-906e-617cac0176d6,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-651226,651226,3610.84,4
372,a19163ea-155a-44cf-8cda-72fe598caec3,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-752574,752574,2434.43,4
373,cb47ace4-7cd0-49da-8032-a0ff382f2809,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-982736,982736,3944.54,4
374,c8254f5e-f017-4219-a227-75c2f5be139c,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Monday,11,November,2016,1,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-629060,629060,1547.02,4
375,e6ce2e56-be3e-428a-acc4-ef15706d14e2,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,1,Thursday,12,December,2016,4,1,20:30.2,Telephone Bill,8bbc3ff1-47ae-4424-a979-6e112a31dc82,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-415908,415908,456.1,3
376,642a103f-2c45-46b3-aa68-ab467fa8b43a,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,4,Sunday,12,December,2016,7,2,20:30.2,Tax,ba7d6220-fb9f-4653-9572-bf105471782c,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-106048,106048,144.51,3
377,86b79a64-7e62-4e45-99a4-33dc64b01843,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,6,Tuesday,12,December,2016,2,2,20:30.2,Office Rent,e1b6f1ca-11dc-4420-8d6a-61e99bec1e5e,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-806884,806884,5500,4
378,b199e872-1c01-4ec3-ab01-89672485c12b,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,11,Sunday,12,December,2016,7,3,20:30.2,Depreciation,39ad6848-2fba-483b-97fd-974f6c1f27ba,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-254457,254457,2361.88,4
379,0cfdd8a7-d9e8-4e26-87b5-ae7e3cee8e20,a86a8817-2f91-5ce2-a790-efc811965044,,78c5bb38-be62-574f-8384-41fe91c7f365,,0,0,13,Tuesday,12,December,2016,2,3,20:30.2,Hardware,27d134c4-8fb7-4106-8c20-c9c7f2781ff5,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-761614,761614,614.46,3
380,b4366a79-c3ad-47fe-ba2d-306305886cc5,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,15,Thursday,12,December,2016,4,3,20:30.2,Travel Expense,001712b6-36dd-40e1-84f4-5fbd11e29a19,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-710487,710487,1730.65,4
381,9232d458-30a6-4f07-82df-b6dd642607f0,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,17,Saturday,12,December,2016,6,3,20:30.2,Electricity Bill,a228df62-f477-4bab-9cbd-7695cbb4f2cf,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-772193,772193,601.4,3
382,b7b58395-f2bb-4b81-87e3-be6cb596eb2b,a86a8817-2f91-5ce2-a790-efc811965044,,78c5bb38-be62-574f-8384-41fe91c7f365,,0,0,20,Tuesday,12,December,2016,2,4,20:30.2,Software Package,9310f39f-2fb8-4ef9-adbf-9ba982da62da,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-219499,219499,1278.98,4
383,47bdca83-dd3d-45fe-84ab-b3a5d6f6c787,,a86a8817-2f91-5ce2-a790-efc811965044,,da0cfb0c-7c6b-5182-bc3a-64115cc3bb13,0,0,20,Tuesday,12,December,2016,2,4,20:30.2,Interest,f14de45c-a746-4403-bd39-18dc4021e8d1,,,,,,,108,credit,detail,Credit (Any Type),test_bank_ref-918530,918530,3.88,1
384,cbe81a7d-1fb1-4410-b5e8-a6b7b0236bcf,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,21,Wednesday,12,December,2016,3,4,20:30.2,Office Supplies,fc9093b9-7898-4bd8-a702-d65a3292e601,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-874079,874079,142.27,3
385,89c208ab-34aa-4045-9a8e-c708404920ae,a86a8817-2f91-5ce2-a790-efc811965044,,da0cfb0c-7c6b-5182-bc3a-64115cc3bb13,,0,0,24,Saturday,12,December,2016,6,4,20:30.2,Advertising,26f0f4d2-32f7-44a8-885f-5965a06ca876,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-178731,178731,270.27,3
386,bc516e61-4742-47ff-86df-0ce8afeb2de9,a86a8817-2f91-5ce2-a790-efc811965044,,da0cfb0c-7c6b-5182-bc3a-64115cc3bb13,,0,0,26,Monday,12,December,2016,1,5,20:30.2,Divident,4e77fb7f-6637-4ad5-b78f-8eefbadc7849,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-900254,900254,33293.56,5
387,00358064-f9b8-442b-bff8-400f45854d39,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-291705,291705,1547.02,4
388,55d135b1-110e-46a9-83cd-885fb6e83557,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-874565,874565,4608.47,4
389,010d83a0-38f3-421c-94ff-ea41c1234a8a,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-900342,900342,2714.53,4
390,4f375714-ddb0-4372-85a7-36d65ac66a41,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-830271,830271,4608.47,4
391,820efc3b-ad59-4af1-8966-efff83ba2521,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-940596,940596,2998.03,4
392,17e0c11b-bb66-4bac-b2ab-18e3fd9cf49e,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-526145,526145,1547.02,4
393,c28a95a6-5972-4578-888c-b9e2c31d243d,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-943207,943207,3944.54,4
394,cd8cdd09-c582-4320-80f9-f0b57dde4022,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-507242,507242,2434.43,4
395,0c7dff08-78a3-49b6-8058-392959acd509,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-227932,227932,1547.02,4
396,6ae89378-f18b-46d3-9fc2-96f248f924e6,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-946237,946237,2714.53,4
397,10fefd08-6231-4171-97a0-e446d9bb0697,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-783004,783004,4608.47,4
398,c0c2334f-0f22-44d0-b947-6f4ab427eab5,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-938993,938993,2998.03,4
399,c34dc4e8-eb1e-46f5-a7ea-9b190d904df6,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-670644,670644,4375.21,4
400,0ae721bf-1d1a-427e-a399-5a95feffbf13,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-310368,310368,2434.43,4
401,9ae322b8-f278-4151-bc9a-f29698b596f8,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-328197,328197,4608.47,4
402,9409a410-723b-4ae3-91ad-fb4d6c48b054,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-938400,938400,2434.43,4
403,d4b3d969-1b6d-44ea-a947-9e0066278665,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-906097,906097,2434.43,4
404,dab6267c-d1e9-4b0d-9c9e-c04ef6986cba,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-698306,698306,2932.73,4
405,749658c7-43b0-479a-bd67-881d7a2431f8,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-271844,271844,2932.73,4
406,9e1f0a55-1959-4796-8ddf-c3787eb69288,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-298158,298158,1547.02,4
407,4cf289bb-7eaa-4adf-8e9b-b8b898143743,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-653543,653543,2714.53,4
408,9723681e-9a78-416c-818a-0ead245e8130,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-138621,138621,2434.43,4
409,764413ba-360c-4273-b666-a5d8b5e149d9,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Wednesday,12,December,2016,3,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-258000,258000,2714.53,4
